text,sentiment
Pleased with the look and sturdiness of these glasses.,Positive
Great picture,Positive
These were such a perfect addition to a Mardi Gras door hanger. Great quality!,Positive
"Update11/16/19 as I finished the bows I noticed that ok be if them was misprinted by having the same thing twice in it, contacted the buyer have not heard from. They are just what k was looking for. Cute and simple. They arrived as on the date expected. Totally recommend!",Positive
Good quality.  My wife was happy with it.,Positive
Pretty and delicate!,Positive
Great quality. My Marine fiances loved it fir his office,Positive
"Very well made wood canvas, I used it for string art and I am very satisfied with outcome.",Positive
"This was a replacement for a Mood Stone that was from the 1970's, and this model was an  excellent choice and just the exact size that I was trying to find !!!!",Positive
"Minimal style, very classy and elegant.",Positive
"Great quality, fast shipping. It was a gift for my daughter and she loves it.",Positive
Cutest little bat necklace. Wore it all October and was perfect.,Positive
I purchased this set of 4 prints for my husband for Christmas. He loved them! They are very high quality. I was very impressed with them.,Positive
"I bought this as a gift for someone but after receiving it, I might need to buy myself one! I was a little nervous because I was not sure if both sides of the mailbox were going to be painted but they are 🙌🏻🌻 It is absolutely beautiful. Excellent work!!!",Positive
"The ball on the necklace was much smaller than I had expected. It’s very petite and dainty, but I had expected a bigger ball to match ball/stud earrings. It’s pretty though.",Positive
"I got two rings and they are very cute, however, the band is thinner than shown and I customized them to have a birthdate on them but there is no engraving.",Positive
"I bought 2 pillows, and the quality and design put pier 1 and Target and other stores to shame. They shipped quickly too! I will definitely be back to shop.",Positive
If was truly beautiful...It was for a good friend that had recently lost per companion.,Positive
"Incredibly unique, and collector worthy pieces. Thank you to the artist and designer for creating and selling these. I’m in love with them.",Positive
Beautiful and exactly as pictured.  They're the perfect size to be a statement piece of jewelry while still being subtle and elegant enough to wear to work.,Positive
A+++,Positive
The post was incredibly long..i had tontake wire cutters and cut them as they were stabbing my head but the jewelry itself is great,Positive
Looks amazing on our wall amidst travel photos we have taken of various places we have been in the world!,Positive
"Great quality, handmade by Ukrainian artisan.",Positive
"Cute, classy and perfect size for my small apartment bathroom!! They don’t overwhelm my new setup, which I’ve seen in other bathroom decor.<br />Cute script font and easy to read!<br />The packaging it comes in even has a cute ink stamp on the back! Super adorable!",Positive
The pin was amazing.  It is wooden not enamel as I assumed.  All around fantastic product!,Positive
This piece is adorable and came in good condition. Great decor for my wall gallery,Positive
The table arrived perfectly and as shown in the photo.,Positive
These are perfect for a mermaid themed party or even just a gift for someone. Exactly as pictured and smell great!,Positive
Absolutely beautiful! Will be the perfect gift for my Brice and her husband to be!,Positive
Loved it but was going to use it as a Baby shower keepsake with guests thumb prints and signatures  on a mat that would frame it and I  ordered it too small. So I  ordered a bigger one that was one elephant holding a balloon.,Positive
Perfect! Just what I wanted,Positive
"These are great, I like them a lot.  They come in a nice box and they are very comfortable to wear and don't slip.  It's 2 bracelets, one bracelet has 2 rows of beads and one bracelet has 1 row of beads.  The tiger's eye is very shiny and pretty against the matte lava stones.  Very happy with these.",Positive
"An amazing piece, it came in a well packaged and in protected wrapping with it's own drawstring pouch. It took a while to get here but the time is well worth it. The thank you gift of a small but beautiful keepsake key is welcomed. Thank you again.",Positive
Love the photos thank you,Positive
Arrived quickly and is beautiful.,Positive
Love it,Positive
Good product. Good quality & good price.,Positive
"Beautiful, very pretty, I bought this necklace in silver for my 15 year old great grandson. His mom loves it. I got silver for his safety, here in Detroit, someone will try to take it from him if it was gold.",Positive
"In addition to a reasonably priced and unique gift, the company recognized I made a mistake on my personalization and caught it!!  I’m ordering a ton of these for Christmas gifts!!",Positive
"I am extremely happy and satisfied with the custom sign I just received. Jason at 3D Woodworker was so gracious as to accommodate my special requests and I was able to communicate with him multiple time along the process. Delivery of the completed sign was done a week before the deadline. Carving of my favorite phrase was beautifully done on good quality wood and I just love it.  Nice job and thanks again, Jason!",Positive
"I bought this item as a gift for myself and I love them, no more cold or wet hands from cold drinks.",Positive
"The materials and build quality of this particular pocket organizer are exceptional.  The brown leather is thick, durable and carries well.  The leather has worn around my tools and even holds the shape once they’re removed.  Placing them back in elicits an audible sound that I can only describe as comparable to holstering a firearm or knife into a good kydex holster.<br /><br />The materials supersede the price.  I have several of their products and will continue to be a repeat customer.  The products also arrived earlier than listed.<br /><br />***It should be noted that there’s a significant different in the thickness and quality of the brown leathers they use and the black ones.  Black leather is much thinner and doesn’t hold up as well as the thicker brown options. Sticking is also kinda loose due to the weaker leather. Attached photos show some of the differences in thickness.  There is a significant step DOWN in quality when ordering the black leather version of this product.<br /><br />5 stars for the brown version<br />2 stars for the black version",Positive
They look really cute on my shoes!,Positive
"Very nice, sturdy and colorful banner!",Positive
"Initially, I was disappointed because I thought it was going to be silver but was clear. I do still love it.",Positive
Amazing quality and clarity! I thought from other reviews it wouldn't appear clear but the text is very clear. Make sure you order the dark colored wood and choose white text. I love it!,Positive
The recipient of the notebook absolutely loved his gift and felt its craftsmanship was excellent and that its beauty would inspire his creativity.,Positive
Beautiful workmanship and worth every penny. Would definitely order something else.,Positive
Better than I hoped. We live on a walking path and just had some trees planted. Some owners think the yard is their dog’s toilet so I wanted to get the point across without being obnoxious. It’s worked perfectly and I think it’s because they’re bright/friendly and not a crude message like so many signs. Hand painted too - each one is a little different. They’re sturdy and thick and both are holding up in the rain. Happy to recommend.,Positive
It was as described and makes a nice addition to my beer glasses which we use for everything but beer!,Positive
"All I can say..... Awesome, just Awesome!",Positive
"I wanted this a bit customized.  I added a color stone and a couple more letters.  I had to contact the seller to figure out how to do the add-on's.  Basically, she has them available, but you need to add them to the same initial order.  It turned out great.  My wife likes it.  I am very happy with this.",Positive
"Love it! Def on the smaller size of 14 in  and needed a slightly bigger extension, which luckily I already had so it worked out well , maybe  include 3 inch extension vs a 2 inch for us bigger girls.. ( I am 5’3 and am 190 so I guess my neck isn’t average) but otherwise I’m in love it is beautiful and dainty and I will def be getting another my daughters have already tried to “borrow” it .",Positive
"Beautiful little bee - very pretty, great detail",Positive
this was a gift. it was super cute and she loved it!,Positive
"Have a pair in 2t with purple lining, love them and so does my daughter who hates wearing socks and shoes, the anti skid is great for  our hard woods and the inner fleece keeps her feet warm ans toasty.highly recommend!!!!",Positive
Absolutely gorgeous 😍  well made 👌<br />I highly recommend them!,Positive
I love it! It’s perfect same than the picture and very cute!,Positive
Item arrived quickly and my wife loves it,Positive
I wanted to make a dining area for my two large dogs and this was perfect to put on the backsplash!,Positive
So ADORABLE! They are not framed but we knew that ....purchased some little white frames and PERFECTO on our little sweeties wall! She loves them! 💓,Positive
Absolutely beautiful metal art!  Quality craftsmanship.  I loved it so much I bought another one.,Positive
"We weren't prepared for the passing of our dog to be so hard for our daughter, so we wanted to find something special for her to remember him by. They were very responsive in emails to get the right pictures and it was sent promptly. The quality exceeded our expectations and our daughter loves it!! She wears it everyday.",Positive
"I love cherry almond scents so I love this soap. It's pretty and smells great. I love that there's no phthalates in it, also.",Positive
Daughter loves the case,Positive
"I recieved my ""Thankful"" place mats today, and love them! They came quickly, and the personal touches added by the seller were very nice. I just purchased a larger table before Thanksgiving, so I ordered two more. Can't wait to set my table for the big day! Thank you Cassie.",Positive
My piece came out beautifully! It was an anniversary gift and my daughter and son-in-law loved it! It even came earlier than expected!,Positive
Super cute earrings! My best friend loves them!,Positive
I loved the color and the design,Positive
Whether your mom doesn’t want your earring pulled or wearing a baseball cap and still trying to look feminine these airings for the perfect sparkle stud size.  I have a lot of hair and they still stood out through my hair even when it was down.<br />Can dress it up or dress it down! I’m actually buying a second pair so that if I lose one I’m still ready to go. Interview for a pageant or grocery store,Positive
This clothing rack is gorgeous! Not only does it look great the quality is amazing.,Positive
"The card was as advertised, well packaged, and on time.",Positive
"Everything about these were perfect! The customer service was impressive. Whenever I submitted a question, I received a response within hours if not sooner. The products were such great quality. My client was very impressed and so was I!",Positive
this is just beautiful I am very impressed with the craftsmanship of the item. I am giving this as a gift for Christmas.,Positive
These were good quality. We framed with black dollar store frames and my daughter loves them in her witch themed room.,Positive
"My son loves his gift!! Tried to get the album, but ran out of time!! Love the poster anyway…  also received a bonus or an accidental poster of Ariana grande. Thanks if a bonus! Will return if not…",Positive
"Everything about it is perfect except for the string; the one chosen makes the piece rather breakable, especially if using them as mala/prayer beads. On the plus side, it also makes using it as such very quiet which is useful if you meditate at times where it was best you weren't a nuisance (small spaces, late hours).. Being smaller beads, it is also a bit more classy, and less in your face than most mala beads, for if you wish to use it in public without as much judgment from others",Positive
Very cute! I do wish there was an option to pick the symbols that I wanted because I asked for a nautical symbol and got an anchor when I wanted a compass haha. Very quick service and a nice quality for the price.,Positive
Very nicely made,Positive
"I put it on the wall, it's very nice.",Positive
Perfect. Just as described.,Positive
"Good quality, exactly as promised.",Positive
Fast shipping! Came sooner than expected. Also it’s so beautiful love it for my daughter. Will be spray painting it white. Got the 42” wide mdf board,Positive
"My Fiancé absolutely loves them, one of her favorite pair now.",Positive
"I got this for my husband for our anniversary, I had our wedding song put on it. I received it right on time and my husband LOVED it! If you want that special gift for someone special in your life, then this is the way to go! The seller was awesome and helpful, would definitely recommend to anyone and everyone!",Positive
"These are great, but I already lost one of them 😣",Positive
"I liked that it was made well, therefore played flat against the wall, very colorful and a perfect accent to the party room",Positive
The piece was beautiful and sturdy but lightweight. I love it! We hung it today and I can't wait to use it!,Positive
"I sent this product to my grandsons, two in Hawaii, and one in Georgia. Delivery was so quick - my daughter in law in Hawaii was so surprised they came so quickly. My grandsons love them. They are sturdy, professional quality, and so adorable! Thank you so much for such a good product and great service!",Positive
We gave this to someone who recently lost her mom and she was extremely touched by the gift. It is a wonderful alternative to giving flowers!  The quality is great and comes packaged pretty enough to give as is.  The item shipped extremely fast as well.  Highly recommend!,Positive
"Love the product, very unique and well made! I know my brother will love it. Customer service is excellent, the glass I received had a chip in it, and when I contacted the seller, I had a response in less than a few hours! He was very understanding and said he'd ship out a new glass asap. Much appreciated!",Positive
This is a beautiful print! I love the thickness and the quality of it. It is gorgeous and I love it.,Positive
Great seller and great product thank you!!!,Positive
I simply love it. It came on time and is cool. I would totally recommend it.,Positive
It’s asolytly perfect! Bright colors! Beautiful print!<br />Can’t wait to order more different prints!,Positive
Love this ornament idea for my sister who lives in CA,Positive
This worked wonderful for our son’s Peter Pan costume for Halloween. He is 4 months old and it was slightly big on him if it wasn’t tilted backwards.,Positive
Awesome,Positive
I purchased this item to be used as art for my freshly re- arranged craft room.  Way too beautiful and cute to use for a towel. I am going to see if the seller has more designs.  Highly recommend!,Positive
"Great product! I got a frame, and it fit perfectly. My girlfriend loves it!",Positive
"Just as expected. It looks nice in the pic... and it is very nice. Well packed, and easy to install, works great!",Positive
I really like mine! It turned out so cute!! I got the little bear paw print and since my name is so short I was able to put the whole thing on! It also delivered like a month early which was an awesome surprise because I got it the day before classes start. I absolutely recommend!,Positive
I love them. Thank you!! And I loved the packaging. rad. ;),Positive
"I ordered this for my wedding cake topper for next month, it was exactly how I pictured it! Very beautiful and perfectly made. Definitely recommend!",Positive
"The picture is beautiful and very colorful, exactly what I wanted for our Dog Grooming Salon. Wish I could have afforded all of the prints, adorable representation of the dog breed.",Positive
Smaller than expected but appreciate it was hand made.,Positive
Absolutely love this bracelet,Positive
I bought this as a gift. It is so nice!!!,Positive
The pops of color on each print make for a unique piece with which to decorate your home.,Positive
"I LOVE IT! Great quality, great time, and great pricing!!",Positive
Loves it!!! quick present to a friend,Positive
This is well made and looked beautiful on our tree,Positive
I have a big wrist and this works perfectly.  It's sooooo sparkly and pretty-- almost a little overwhelmingly.  I think I need to go smaller if I want something for every day wear.  The blue is super bright and it's lovely!,Positive
"I am so impressed with this necklace. The quality of the stone is beautiful, with a rich golden color and milky white. Good vibes too. The wiring is strong for every day use. I will def buy from this vendor again.",Positive
Very pleased with this soft T-shirt. Good fit and well made. Great color choices!,Positive
"Excellent cnc cuts on all of the components and it was well packaged. No damage and the custom laser work was spot on. The ONLY suggestion I would make is to offer options for the hands, out of the box it comes with black hour and minute hands, which are nice and right sized, but the sweeping second hand is fire engine red. I think offering a choice of hand designs/colors would put that last finished touch on the piece. Otherwise, great product.",Positive
My mom loves these. She says the scent is a thousand times better than the store bought ones. Would definitely purchase again!,Positive
My daughter loved it! Plan on ordering more!,Positive
"I like the peridot earrings very much, they are a nice color. I bought them for my granddaughter's 7th birthday as she recently got her ears pierced.  When she opened the box she was very happy!",Positive
Love the smell wish it was stronger,Positive
Adorable and so cute! I bought these for my daughter's sweet 16 and they are so cute!  These will make the party.,Positive
"I’ve been having difficulties with my tragus piercing. It wasn’t healing properly and it was hard finding they right jewelry for it. The earrings were hard to get in and they kept falling out. I think they were rejecting. Anywho, that all stopped when I got this L shaped piercing. It was easy to get in and once in it stayed in. I’ve only had it in for about a week now and my piercing is fully healed and it hasn’t come out at all. Now I only want to were this type of piercing. Hopefully I can find more just with different studs.",Positive
Another great work. Thank you,Positive
Beautiful piece. Sturdy and crafted well!,Positive
"Soft gold color surrounded with lace, it blends in beautifully with the room.",Positive
Really cute bracelet for my 5 year old granddaughter. She loves it.,Positive
Well crafted and very pretty. Stacks well with other sterling bracelets! Highly recommended.,Positive
I wear it in honor of my sweet grandson.,Positive
love them!!,Positive
"ABSOLUTELY STUNNING! MUCH MORE BEAUTIFUL THAN SHOWN IN PHOTOGRAPH, BEAUTIFULLY CRAFTED, VERY ELEGANT. WORTH THE WAIT. LOOKS LIKE VERY MUCH MORE EXPENSIVE JEWELRY. YOU CAN TELL BY LOOKING AT IT THAT IT WAS HAND CRAFTED BY A JEWELER WHO TAKES PRIDE IN HIS CRAFTSMANSHIP. HIGHLY, HIGHLY RECOMMENDED!!! GORGEOUS SET OF EARRINGS!",Positive
"Sticks perfectly and went on with such ease, my daughter absolutely loves it....thanks",Positive
Really nice. I have gotten stares and compliments.,Positive
Exactly as advertised and shipped carefully as you would hope for.  I recommend these Prints as a nice gift for the Guitar fans in your life.,Positive
I truly like this product however the discs are way too small to write on.  I have a granddaughter Cheyenne and grandson Christian these name are long and you really can’t fit them in the very small disc that come with the plaque.,Positive
"Deep, quality engraving. Design was a bit smaller than advertised (in proportion to size of glass).<br /><br />Gets my whiskey from the bottle to my mouth, usually without spilling.",Positive
Loves it,Positive
