text,sentiment
"This is alot smaller than pictured. After looking at the Craftmanship, I believe I could've made one myself. It'll serve its purpose but, it'll take alot longer to do it.",Neutral
"Nice looking poster, but i just realized a big time mistake after getting the post delivered, how possibly you can have a poster with basketball legends having guys like Carmello Anthony and you don’t have a 6x nba MVP Kareem Abdul Jabbar! 🤦🏻",Neutral
"I love the color and the engraving, However it was a lot smaller than i originally thought.",Neutral
"Love the look , hated the fact that it was so fragile. It fell of the hanger and broke . It appears to be unrepairable. I fell like I just threw $60.00  dollars away.  Item need to be more durable.",Neutral
Etching was to faint.,Neutral
"I love the concept of these and they are so attractive and soft and fuzzy on my feet. I also love that they are fitted around the feet and have rubber bottoms. The problem is the heatable insoles filled with lavender (which smell wonderful) are lumpy and uncomfortable to walk on. Great idea, but doesn’t work super well in execution. Great for heating up and ki kicking back with your feet up though! Update: I got a pair of Snookease Microwavable and reheatable insoles to put inside these slippers and they work great!",Neutral
"I got these for cartilage piercings. The attention to detail on these earrings is a double edged sword. There are actual castings of the little legs for each bees, which is great, but also not great in that they rubbed up against my piercings and I now have protruding cartilage growths from that irritation. Should I have taken them out earlier? Yes, but any future buyers beware, these are best left for lobe piercings where the tissue has less resistance to rubbing.",Neutral
The product matches the photo. It was easy to put on my watch face. My only complaint is that it is difficult to fasten.,Neutral
Its a key ring.,Neutral
"the package had ""3rd eye"" written on it, not emf protection like what I was ordering it for. My christian sister freaked out on me for gifting it to her kids. I havent seen it in person, but not thrilled it represented itself another way",Neutral
"These are pretty enough, but they are much heavier than I thought they’d be. Holding a project weighted with these adds to hand fatigue.",Neutral
"Stone wasn't properly polished and turns your finger green. The ring was cut to size and it's a weak point that's noticeable. Still pretty, but not as well made as I had hoped it would be.",Neutral
"This product was overpriced for its size.  I liked the keychain, I just wish it was bigger.  Too much money for the size.",Neutral
Scent isn't strong and doesn't last long. I wouldn't buy it again.,Neutral
"Don't let the picture fool you. It's just a print. The paper, however, is nice and heavy.",Neutral
"Looks great but strands are thin and it only lasted less than a month before it broke.<br />If you get it, wear it only occasionally and be careful not to snag it on anything as it will break easily.",Neutral
"It is a very nice product, we ordered for a wedding gift.  It arrived on time, however we ordered espresso color, but it appears to be black.  Maybe the color represented on Amazon was not accurate, but it sure is black in color.<br />At any rate, we had to give it to the lucky couple, and they received a black key holder.",Neutral
"This is a beautiful image, and I like the message for my daughter's wall ... but I have to admit, I'm disappointed in the quality of the ""poster."" It's just a piece of cardboard, and I'd consider it worth the price at $4.99 ... but this is a bit expensive for a cardboard printout.",Neutral
chain really thin,Neutral
These are cute but tarnish very easily.,Neutral
"Super cute, but cheaply made. My ear started to hurt and I discovered the cuff was discolored and my ear was raw with sensitivity. Not good for sensitive skin.",Neutral
"Love the product.  It's absolutely beautiful.  But  they dropshipped it to  me  with the receipt that they paid for it, so I  know you can get this elsewhere for $60.",Neutral
Cute. Scratched up a little.  But i guess that's to be expected,Neutral
It cute but lettering is so small and my phone number on the front is so close to the bottom you can’t really see it cause it rounds off. But it’ll do till I get another 🤷🏻‍♀️,Neutral
Way too small for my nose and hard to put on. It was cute though.,Neutral
"I use the Talia mid-sized disc-bound books and this ""off"" brand didn't fit them - it was too small/not aligned. Otherwise, it was good.",Neutral
I wish the product was a little larger.,Neutral
"It looks fine, but the size is way smaller than I imagined (I know, i know... they had the measurement listed but the word “large” is a bit misleading). Also, as others have mentioned, the texture of the paper is kinda interesting. For $25, I was expecting it to be larger, for sure.",Neutral
GIFT. ORDERED SOME SMUDGE SPRAY FOR MYSELF!,Neutral
Framed and gave as a gift. The quality was good for a heavy duty cardstock but I felt like I could have just printed them myself.,Neutral
The actual letter was smaller than the swirls and hard to read.,Neutral
It’s a cute necklace but I took it out of the box and there was a big knot in it. We have been trying to get it out for the past 30 minutes and it’s still not out. Otherwise it’s a great product very stylish,Neutral
I wanted this necklace for years! I finally bought it for myself.<br /> My biggest complaint is upon arrival it took my at least an hour to unravel the chain. There is no reason I should have to spend the amount of time getting the chain apart from itself.<br />Another huge issue is two weeks later I notice when I went to put the necklace on it seemed to be tarnished a bit on the WW piece. It had been hanging up alone and there is no reason in two weeks it should be 'tarnished' so quickly. It's sterling but I have had pieces that sit for months and months that don't need cleaned. I have fake pieces even that don't change.<br />This wasn't a 10 or 20 dollar piece. If I hadn't waited so very long for this piece and had such high hopes and didn't pay over 30 dollars for it I wouldn't be so harsh on my review. But I was so excited about this for so long to get this for myself for so many reasons and for it not to be better quality upon arrival is very disappointing.,Neutral
Beautiful bracelet and well made. The problem is that the men’s size is for a small boy at best. I think the vendor made these for women instead. I wish they would be made to fit my wrist like the other bracelets I bought from this vendor.,Neutral
got 2 for my girls who are in gymnatics as a suprise. both came on time and looked fine my 9 yr old only got to use hers once and on her way to gymnasytics the bottom of her s was leaking. not sure if it was just a default but she was really upset. git should have made it more than one day. everything in her bag was soaked. i would love a replacment bc she really loved it.,Neutral
Only complaint I have is that it’s smaller than pictured. I didn’t look at dimensions though so that’s my bad.,Neutral
Really pretty bracelet. Quick delivery and very affordable. I was disappointed that the engraving was extremely light and hard to read. We gifted this bracelet to a grandmother figure and she couldn't really see the engraving but loved the sentiment.,Neutral
"I laughed when I got this ring.  Because the stones are fake for one & the other they are so small you can hardly see them.  Seriously would never buy again & further more be very Cain the future for anything like this being like he photo.  Bcuz this one falls so short you can’t see it! The wrapping around the fake stones covers part of the fake stones because of how small they are.  Terrible product, terrible.",Neutral
"I had to set it up differently bc my daughter is in xcel team and it's only for her. I'm not keeping score on the team, so to not waste pages I set it up per competing season and wrote the gyms she competed at on the side. Instead of gymnasts names.",Neutral
The product is cute but it came in the wrong color. So Im sad about that.,Neutral
I love the letters but I paid an extra $10 for &#34;silver sparkles&#34; in the silver sparkle sample it looked like I was going to get my letters covered in sparkles. I can barely see sparkles up close. Definitely won't see any once it is up on the wall :/<br />I contacted seller to let her know. I will update with her response.,Neutral
The ring pinches,Neutral
Beautiful earrings but to small for a woman ear. Great for a young girl.,Neutral
"Great scent, exactly what I wanted however it didn't last as long as had hoped.  This would not discourage me from purchasing a different product from this seller again.  Customer service is excellent and shipping was fast!",Neutral
So cute on my Blueberry Front door.  Just can't seem to get it to stay stuck.,Neutral
This item came in pretty quick. Just as described.,Neutral
I love what it says but it's just a piece of paper and I could have done it myself. To much money for a printed piece of paper.,Neutral
The tee shirt is nice but color is not anything like the picture. Picture is a bright coral color and the actual shirt is a very light peach - almost tan in color. Otherwise good.,Neutral
These are so soft you can bend them just putting them in,Neutral
"Very disappointed  , the necklace was beautiful but it didn't last on week.The pendant broke off and got lost.",Neutral
The quality is good.  Love the design.  However for Samsung Galaxy s8 the fingerprint is on the back of the phone and I can not unlock my screen or sign into my bank accounts unless I take the phone out. That is a inconvience. But I would recommend it for other phones. The bad part is they don't do returns,Neutral
"I have waist length  hair and like to wear in a bun.  Two problems with this product... too small for large buns and the stick is flat ended instead of pointed so it pulls out your hair as you pass it into the bun.  Overall, I think this is pretty but is best for small / medium sized buns",Neutral
"Creases in foil, paper quality not as good as expected",Neutral
"looks nice, just really small packages. like 5"" x 7"" x 4"" rectangular blocks<br /><br />Maybe it was meant for people with really small hands? I will need more confetti but I might have to mix this with much cheaper confetti.",Neutral
This is a really great soap for the skin. It is rich and creamy. I just wish it smelled like honeysuckle more. I live in the area that this is made. I am going to go to the store and see if it might have more scent in store.,Neutral
"Very cute! Will have updates from the kitty after his birthday next week :)<br /><br />The only misconception is that the order only comes with 1 toy. I was under the impression there were multiple in a pack. I would have chosen not to purchase for this reason, based on pricing. Oh well!",Neutral
"The workmanship was EXCELLENT.  However, no one tells you, these are created with a pattern that is not one size fits all.",Neutral
Women’s sizes run small,Neutral
"This is an extremely cute sign, however mine came damaged. In 3 different spots 😔 I honestly did still hang it on my wall though 😂 I'm lazy and don't want to deal with the hassle of returning it and waiting for a new one...despite all of that I would probably still order from the company",Neutral
Ordered on Last Monday and received at my door the following Thursday.  Not bad service for an item shipping from Europe.  Item is nice and well crafted and fits my new 12.9 iPad Pro 2018 w/ keyboard folio perfectly. Also includes pocket for Apple Pencil.  Leather side is very nice and felt side is nice and thick. Very good quality.<br /><br />Scratches way to easily. Not happy.,Neutral
"I was a little disappointed when I received this ring. No problem with sizing. It’s a prettier thing in pictures than real life. It’s a bit rough around the edges of the name area. It’s smaller than I expected. It doesn’t snag or get in the way or stuck on clothing, which is an upside. Maybe if it were sterling silver or white gold it would be better, dressier? I can’t put my finger on exactly why I’m not happy with it, it just didn’t “wow” me when I opened it, wore it or now. It’s not horrible, it’s just ehhh 🤷🏻‍♀️",Neutral
"The pattern looks just printed on and they epoxy over it. I was expecting actually pieces to make it look like a mosaic. It’s okay quality and overall is fine, but was majority disappointed at how basic it looked after opening it. Not worth the money In my opinion.",Neutral
I was honestly not impressed with these stickers. The first couple I did were great but once I got to the last one it did not want to stick. I did it the exact way I did the others. It looks cute but quality is not the greatest. I would not repurchase.,Neutral
I ordered it 1/2 inch bigger and still too small to wear comfortably.,Neutral
What I received the earrings both of the posts were almost completely broken off and bent I did bend them back and have been wearing them ever since so no issues and they are very pretty,Neutral
Rather plain,Neutral
this was a gift i didn't hear from the person of they got it or anything,Neutral
"The charms were very large & appeared much larger than the picture, in my opinion. It looked a little bit crazy.",Neutral
"I only have this 3 stars because while i love these earrings, they are so tiny that if you sleep with them in, which i accidently did, my ear ate them. Had to push them all the way through to get them out.",Neutral
"If you're buying this necklace because you're hoping for the properties of Lapis Lazuli, (or just want a piece of actual lapis in general) you're out of luck - this is most likely a dyed composite with mica flecks added in this very convenient shape that fits the stone.  (see microscope photo - flecks of blue dye = not actually blue.)<br /><br />(nerd talk:  Real lapis Lazuli has a Mohs hardness of 5-6, which means while a stone of higher hardness would be able to scratch it, but it will resist scratches from anything lower than 5 on the Mohs scale.  with a piece of calcite--Mohs hardness 3-- I easily scratched a line into it.  That would not be physically possible with actual lapis.)<br /><br />Now, I'm not saying this isn't pretty.  It is.  the chain and bail are simple, and suit the stone well.  It all looks very nice.  But the fact that they're lying about it being genuine and preying on people with all the talk of how it ""helps complete your beauty and chakra""  (actual quote from the packaging)  That's gross.  Just sell it as a lovely handmade necklace.  People will pay for that.  It's a cute set.<br /><br />A quick look into the company shows that they've applied in Greece for a patent for ""Jewelry and imitation jewelry.""  Make of that what you will.  I recommend buying an equally pretty inexpensive stone from someone who's not lying to you about what it is.<br /><br />PS.  Dat not hematite either.",Neutral
It is a decent product.  It doesn't really work well for me.  The place where I put my hand is too thick.  I can't get a good grip.<br />I guess I could do a little whittling around that area to thin it out so my grip it tight.,Neutral
"Two things, not as detailed as shown in picture.  Looked like the coin was  worn down considerably.  The other thing is it's slightly beveled like a cone. Other than that it's a good ring.",Neutral
Bought this for an upcoming cruise. It would only stick to the doorframe. Would not stick to the door or the walls of the cabin.,Neutral
This is a picture of a painting.,Neutral
"I thought (for some reason) that it would be larger.  I was a bit disappointed with the size, but that was probably my own fault for not noticing the dimensions.  Otherwise, it's an ok cookie cutter.",Neutral
"I bought some of these for my wife. I have been purchasing solid colognes for myself through Duke Cannon and thought these might be the femal equivalent.<br /><br />And they are, but they are very tiny. Yes, you could easily fit it in the tiniest of purses, but you could also lose it in the tiniest of purses.<br /><br />These are just big enough you could get a fingertip in them.<br /><br />The scent is okay. Nothing revolutionary.<br /><br />At the end of the day, it’s a solid ‘meh’.",Neutral
This is a good product but could use more stability to it. With the bottles on it it wants to lean. I'm sure it would be great for plastic bottles but mine are glass.,Neutral
"This is a cute necklace, however, due to a glitch in the ordering system, I didn't get the necklace that I was wanting, & got a different style of necklace instead. The necklace I did receive is cute, just not my style. It is a well designed necklace, & looks good. The plating on the necklace is a high quality as well.",Neutral
"These are much smaller than I had originally thought they would be. They are also very dirty, so be aware of that and do not plan to work with them in your house. I ordered a C and a G and there is pretty tough to tell the difference.",Neutral
Item has a lighter color strip under the star area causing a distoration on the flac. Is thisn a defect that should have been seen by qualaulty control or is it acceptable and is acceptable ?,Neutral
Very light and has very thin writing.,Neutral
SMALLER than expected!!!!,Neutral
I loved the look but very flimsy and felt like it would fall apart,Neutral
It came already stained on a section of it,Neutral
The background was more light gray than black.,Neutral
"So, I received this ring last night. I was excited as it was a beautiful ring, the cut of the gems are beautiful and the rose gold, though not super polished looking, looks more matte but I actually love that. My one BIG disappointed and the reason for the 3 stars is the color of the stone. I knew at night it would look more red/pinkish but I expected it to look more blue/green or at least blue violet in daylight... It only looks like a deep purple in full sun. The color change is pitiful and I am considering returning if possible. I'll give it some time to see if I'm able to live with the poor color change. BUT, overall, it is a pretty ring if you like purple...",Neutral
"Bottle was not full, in photos the lane is different as well. I’ll rewrite a review after a couple weeks of working with it.",Neutral
I love the pictures but they came with creases in them. Not sure how they will look in a frame.,Neutral
Way overpriced,Neutral
Nice product,Neutral
Not framed like the picture suggests. Comes in a page cover.,Neutral
"I was very disappointed to be sent a photo after searching for metal signs. As I read it carefully, it does say it's an image. This is a fine photo but not at all what I was searching for or expecting. Read the description carefully.",Neutral
"The photo quality and cost of it, is not worth it.",Neutral
"It arrived on time AND the Leopard/Cheetah print package bag was hands down, AMAZING.<br />The lettering/name is not centered, the font is good. The Straps, wish they was longer. Quality of the tote bag, is great!",Neutral
Not what I expected.  Not sure I would buy these again,Neutral
"This was advertised as an ankle bracelet/bracelt. Unless you are a very tiny human this will not fit your ankle. Unfortunately that is what I purchased this for, as I spend a lot of time on a computer and don't wear jewelry on my hands. I wouldn't order this if you expect to wear it on your ankle unless you are a very small person.",Neutral
"This ring was a little small. And it was not well finish. But to me is difficult to return it. I will keep it. Sincerely,",Neutral
"Looks exactly as described. However, I’m pretty disappointed that the T-shirt is not soft jersey qualty, but is rough and itchy.",Neutral
It doesn’t last long but smells amazing!,Neutral
"As much as I love the scent, these don't desolve as much as needed. Maybe with shower doors it would work better as we only have curtain.",Neutral
"The seller is awesome and accommodated my special request. Loved how it came out. So bummed when it started fading 2-3 months in. (Picture is of fade at 4 months.) Not sure if it's due to the hellish heat southern California has had this summer, but it was just a bummer.",Neutral
Beautiful but frail.,Neutral
The chain was a couple inches short but otherwise I loved it.,Neutral
Good,Neutral
Kind off small but will do the job.,Neutral
"The medallion itself is very nice. However. The cord is of poor quality. I’ll be purchasing a chain for it due to the poor quality of the cord. Yes, selling with a cord vice a chain makes it more affordable, but again, if it was a better quality cord it would have been nice.",Neutral
"Great idea but I sent my information over as ""Monday November 12"" but the onsie shows the day of the week as Saturday. Bummer.",Neutral
way smaller than I expected.,Neutral
Thin and brittle,Neutral
The colors aren't so vibrant and the dictionary guide words include malaise.  Not exactly a love story I was looking forward to receiving.  lol,Neutral
"It was really cute, but it came already tarnished. Two of the charms where black instead of silver. I had no issue returning it.",Neutral
It appears to be a homemade mold that loses details in the making. Too expensive for something I could have made at home.,Neutral
So cute! The letter on mine was quite a bit smaller than the image which was a bit awkward proportion wise but he still loved it!,Neutral
"I love this necklace but the chain is short and the whole thing seems overpriced. If the chain were better and a little longer, it would be 4-5 stars. Maybe I’m wrong, I don’t know a whole lot about what’s valuable or not in gems. It just seems like the chain does a disservice for the gem.",Neutral
"Knew the size, but still smaller than expected for the price.  The pricing was odd as well. The more ""family"" members you add, the more expensive it is (obviously), but the price increase per piece seems extraordinarily high for what they are. It was an anniversary gift and we debated returning it. Significant other decided to keep it out of what could only be kindness to me.  Nice piece, just not for the price and sadly wouldn't recommend to a friend.",Neutral
Nice color. Too small for adult,Neutral
"My daughter didn’t like ‘ur old enough for a nose ring’ but then warmed up to it. However, when she wore it to school and put her hand in her pocket the nose came off the ring. She was like I hated it but I’m so sad it broke. She also thought the color should be able to be chosen not just a white nose",Neutral
"[[VIDEOID:726482394375e57f308f22f81eee3140]] I love these earrings. I purchased them back in January and posted a quick video on my IG stories to encourage some of my friends to purchase, in which I received confirmation that three people did! I posted a photo on my feed today, wearing my earrings and tagged the company (received DMs asking about my beautiful jewels as I also posted an IG story boomerang), looks like I was suddenly blocked by the company, which was quite alarming! Nonetheless, I love my earrings, I hope there is no malice between myself and whomever runs their social accounts. As a PR professional, I can say that it is counterproductive to block customers if loyal business is desired. Simply removing the tag from the post will suffice, or messaging the customer for removal to preserve aesthetics. Please consider the current climate, we are working to denounce exclusion and become a society, better yet, a world of inclusion :)",Neutral
Considered sending it back.  That right leg and foot are just so messed up.  But too much work to return,Neutral
It smells really good. But it dosent smell like love spell.,Neutral
The leather is thick and inflexible. The band is difficult to put on and off and doesn't lay flat on my wrist. I'm hoping as the leather softens it will improve.,Neutral
"This was a little hard to work with in the shower as it got really soft really quickly but I really liked the way this made my skin feel soft and moisturized. Unfortunately the smell was terrible, a cross between plastic and antiseptic. If you like the smell of bergamont its a pretty good scrub bar.",Neutral
"I originally thought the calendar was fine…in June, I noticed it states Labor Day which is a September holiday. Not sure if any other issues but their proofing department should probably give a final review before going to print.<br /><br />To be fair, the company did reach out to me to offer a refund due to the error as well as replace the page with a typo. I have increased my rating as customer care speaks volumes. Mistakes happen…",Neutral
Would have given 4 stars had I not been overcharged. Overall decent but the vinyl is thin and already peeling after 2 days,Neutral
"It's okay. Not the quality of a mission frame, but you get what you pay for.",Neutral
too small and get loose easily,Neutral
"The material seems like it's a good quality and I like the way the tanning looks.  My biggest issue is the instructions, mostly the LACK of them.  I realize that it shouldn't take a rocket scientist (and doesn't) to wrap handle bars with strips of leather, but I'm sure Trip Machine Co. has learned plenty of tips & tricks that could (and should) be passed along to those of us who have not done this dozens of times or more:<br /><br />-- Which direction should I start?<br />-- Do both sides wrap in the same direction?<br />-- What, exactly is the super glue for and how should it be used?<br /><br />I shouldn't have to search YouTube to find out how to most effectively install these wraps.  I am not completely thrilled at how the wraps turned out, so I may end up getting another set and try a few things different; I am just not sure I will get them from Trip Machine Co.",Neutral
A little shorter than I would have liked.,Neutral
"Looks and feels great, until you go swimming in a pool - my black band turned brownist/grey =-/",Neutral
Would have been nicer if the inscription was on the outside instead of inside.,Neutral
"I really loved the design and ease of putting it on hat.  However, following the directions, it bled on the white hat.<br /><br />Contacted seller and very happy with quick response and resolution to problem.",Neutral
"It's ok, paper is decent quality. It showed up rolled in a tube which makes matting a bit more tricky but not impossible. The print is slightly grainy, I could have printed this better on my home printer and on the same size paper.  I expected higher quality for the money.",Neutral
"It was the right size and color,but it was not as expected. I expected a second line saying ""established 1968"".I thought it was a wooden plank with the 2 lines of name etc. carved into it.Why did they ask for what to put on the second line if there is none????? Not happy!",Neutral
Cute bite not easy to put up,Neutral
Gift for a microblading friend.,Neutral
"May today there be peace within. May you trust God that you are exactly where you are meant to be. May you not forget the infinite possibilities that are born of faith. May you use those gifts that you have received, and pass on the love that has been given to you. May you be content knowing you are a child of God. Let this presence settle into your bones, and allow your soul the freedom to sing, dance, praise and love. It is there for each and every one of us.<br />​–Saint Teresa of Avila",Neutral
"I seldom write reviews, but wanted to let future buyers know my experience with this bracelet. While the bracelet is cute, it doesn't fit an adult wrist. I sent it to a nice as a birthday gift. She's 36, fit & lean, but the bracelet was way to small for her wrist. She's going to re-gift it to a child.",Neutral
"Kind of disappointed. It's cute but the wood piece has more ""character"" than I would have liked. I am really struggling with the fact that my ornament (meant to be gifted) is not more symmetrical.",Neutral
"The actual chain clasp was not in proper alignment making it difficult to open and close securely.  Also my opinion, the hoop around the sea glass should be fused, it was kind of pushed together making it vulnerable to fall and get lost. I switched the chain with a resizable one from Pandora, so I feel that I paid full price for a piece of glass rather than an actual piece of Jewelry.  I gave it 3 stars because I appreciate the beauty behind the pendant.",Neutral
Pretty but not 18 bucks worth of pretty,Neutral
"The coloring of the comics are light with dull colors. They allude to the fact that this is recycled comics (I would venture to guess that it’s actually just the same comics printed on card-stock especially since the comic scenes match those shown on the model pictured. The edges of the paper are also peeling and rippling under the plastic. This is a gift for a Betty & Veronica fanatic, so I’m torn on whether to return it or not. If I had bought it for myself, I would definitely return it for a refund!",Neutral
Cute. Very short chain. I've had it about a week and the letters are barely visible anymore. Fast shipping.,Neutral
"I love the bracelet concept and especially the thought behind it as my daughter bought it for me but it is made really cheap.  It hard to get on, bends easily and breaks easily  Not worth the money",Neutral
The stones where kinda dull not shining it looks like it needs brighter stones..,Neutral
"Product is cute and dainty. I wanted an anchor next to Navy mom, like in the pictures. I saw nowhere to make a choice like that. I emailed the seller twice to ask how to ensure an anchor was engraved. Seller never replied. I decided to take a chance and order it. There was no anchor.",Neutral
The bracelet keep on breaking where the name bar was held and I had to fix it a couple of times,Neutral
"Not as expected. Bought as gift, chain does not match pendant.",Neutral
The puzzle was much smaller than I thought for the price. Also paint didnt cover the grains in the wood.I was disappointed.The colors on the letters were good.,Neutral
"These are cute, but they are too small for my ears.  The length is not right, but I think they would work for small ears, such as a teens or kids.",Neutral
Please read the very fine print. This is just a piece of paper printed and you have to purchase a frame. It's nothing like I imagined. Not happy about it but at this point my project is almost complete so I will buy a frame for it.,Neutral
Very gorgeous but it doesn't fit,Neutral
I overall like the shirt and cape. But I think the crown could've been done better. It was just glued together and some part aren't mended well. So I had to buy a crown to replace it.,Neutral
To short,Neutral
"This design is nice, but it was difficult to put on compared to other similar products I have purchased. The name letters are very thin,and wouldn't apply properly. I doubt it will be stuck to my tumbler long. It also took a long time to receive this product.",Neutral
"Super cute case with name customization, however I was a little disappointed with the flimsiness of the case. It has an attached piece to hold together the top part to the bottom part of the case, therefore every time you open the AirPods, the top piece falls off and just kind of flaps to the back and hangs there. It doesn’t stay attached to AirPod case. A little frustrating. Also, the plastic is not the best quality. You can see scratches easily. But overall, for the price its not a bad purchase.",Neutral
Lasted a only few months until it broke. Not worth the amount they’re charging. Should be cheaper.,Neutral
"The quality of the picture is good, but I feel that the girl's body is not not well proportioned. The head should be bigger or the jacket smaller. Looks a bit strange as is.",Neutral
Much smaller than the pictures seem to depict. As you see mine with the headphones next too it how the actual size is. But it is nice.,Neutral
"Was given as a gift for a retired teacher & widow. Do not know if she enjoyed this. She lived in Redlands,CA for many many years.",Neutral
"This is a very cute watch band. However, it needs a different type of fastener. There’s no way to keep it tight enough so it wants to turn on my wrist.",Neutral
You get what you pay for it looks very cheap so I cannot pair it with my clothes but I will still wear it around the house with my pajamas,Neutral
Pretty small for me.  We ended up making this a she polish bag. My leather shaving kit it was replacing for my boys is still a search.  Not what I call full size shaving kit.,Neutral
"The color isn’t what I expected.  Though I ordered brown, the color is dull and not a rich color. The product is fine and so is the quality.",Neutral
I was very excited about this order. I ordered the bronze which is definitely silver tone. This color is very hard to read. I do like it. Just not what I envisioned.,Neutral
"I absolutely love this map, I have traveled on tour for 7 years and have collected key chains along the way. This is exactly what I was looking for as far as something to display my travels. It is well put together and looks great. The double sided adhesive tape works EXTREMELY WELL! When taking it down it removed quite a bit of the wall with it. I think there should be a better method givin to hang with piece.",Neutral
"Very nice, but too small.",Neutral
Leather is great was disappointed that the hardware did not match what was pictured. Part that holds the keys is chrome instead of brass.,Neutral
"I don't like it very much. It feels well made although I don't like the leather, it just doesn't feel &#34;nice&#34; to me. While it fits my Cadet SAK and the Space Pen, the metal lug scratches the knife and will wear down the alox. Overall it also makes the two pieces much more bulky in my pocket. Not going to use it. Bummer.",Neutral
"The bar itself is gorgeous and the color is beautiful and rare, greenish blue. The chain it arrived with looked really cheep, just like pictured. But I really liked the color of the bar itself, so I already planned to put it on a different chain. The problem with it was an additional cost of $45 at the local jeweler. It turned out to be a very unreasonable expensive necklace. The picture reflects the new chain.<br />Suggestion to the seller to place on a nice shiny thin  box chain, instead of the original chain which is too thick and too dull, it will look so much better!",Neutral
Not truly black. They are a black brown.,Neutral
"I bought the 2 packaged ducks and I have mixed reviews.<br />Pros: Both came packaged very well in boxes and styrofoam for each piece. Both look like the online product images. The strings to hang them from are very durable and the porcelain/ceramic bodies look sturdy. Fast shipping and delivered with care.<br /><br />Cons: While the original sunglasses duck is well made, the backpack straw hat one seems to have been done hastly with poor materials. Specifically, the orange paint (it already chipped and the backpack itself was partially discoloured when delivered). Second, the sunglasses on that straw hat duck have already fallen off (had to superglue them back on in 1 weeks time). Third, the chain should be glued a little better because while driving it came halfway off its tiny neck. Overall 3/5 because the simple duck is just fine but the ornament filled one was not worth the money.",Neutral
I was bummed that it was a print. I thought for some reason that it was individual petals that your guest signed and then you built the flower. It was neat and well done but not what I was expecting.,Neutral
Paper is thin and quite expensive for the 24 sheets but had no other choice.,Neutral
The stamped letter wasn’t very clear at all. Didn’t look as nice as advertised.,Neutral
"Cute but very, very small",Neutral
slow delivery and I needed a magnifying glass to read it; otherwise okay,Neutral
Edit-great customer service.  I am not giving up. I did the reindeer and candy cane last night with better luck.<br />They are still tricky to use. I found if I dipped in flour every time before cutting they worked better<br /><br /> I am not happy with these at all I’ve tried all tricks and the dough doesn’t come out.,Neutral
desine,Neutral
"Smaller than I had expected despite the measurements being posted in the description, also my order for changed from dark to light finish somehow.",Neutral
It didn’t look as good as the pictures but does its job. Got it for a friend for Christmas last year. He liked it and used it to store his phone and wallet in his room. Practical use.,Neutral
"Very nice looking necklace but not a piece to be worn everyday. After wearing for several weeks, peas lose their shine and become chaulky looking. Loved the necklace but disappointed in the fade of shine.",Neutral
My daughter is a big fan of Harry Potter so I knew she would like this scrunchie.  She did like the design of the material but not so much the feel of it.  She hoped it would be softer.  She still wears it but not quite as often as I think she would if it was softer.,Neutral
"It’s a good fit, and it’s light. I barely feel it on my hand when I’m wearing it. My problem with it though is that no matter which way it is turned it snags everything. Fabric, my hair, you name it. I’ve had to yank or cut it out of pockets repeatedly. That part is a pain and makes me wear it less.",Neutral
"Very cute but clock does not work.  I ordered a larger one and now I'm disappointed as I've had to take it off the wall repeatedly to get it going again.  The reviews regarding the bent arms were correct, but I fixed that and now I think the battery looses connection and needs to be fiddled with.  Very frustrating! Perhaps a smaller one would work better.  Also, the face of the clock is a sticker so  be careful removing the packaging.",Neutral
"Picture is as shown,,,, except without the frame",Neutral
"Very delicate, hard to put on surface",Neutral
"Loved the design, but the quality of the actual shirt was very thin and a little see through. (Got the white shirt)",Neutral
I have ordered several bows from this company & have loved the quality of all.  This bow is very ordinary & the color is bland & not a true burnt orange.,Neutral
Cord was broken.<br />Charm is beautiful but on the bigger side.,Neutral
"Beautiful, but I had to re-glue the moon on one side, and the pieces on the stone. Be careful with this piece.",Neutral
It got kinks in it very easily,Neutral
Very nice and beautiful but I expected it to be a lot larger. Sales didn’t communicate very well.,Neutral
Much smaller than it should be. Did not fit me but fit my niece. It was a good product if only it was a little bit bigger,Neutral
The pillow was difficult to get into the case.  Was afraid I would tear the case or the zipper.,Neutral
These weren’t the size I was hoping for entirely too small beautiful nonetheless,Neutral
"Everything abt this ring was exact to my order, and it arrived in a timely manner AND with an extra ring. I just don't think it's solid gold like advertised. There's no stamp on the hoop and the ends are looking a little tarnished already and it's only been a few days.",Neutral
"Installed last December and the first number fell off in February, and two more numbers fell off in early May.  They use very cheap glue.  I used gorilla glue to fix and so far they have not come off.",Neutral
Was expecting this to come as a one piece sign instead each letter is its own piece.  Disappointed in that!,Neutral
"nice, but sized for a child's wrist.<br />Sent back to seller even though I was told to keep it.  The seller made this unique bracelet, Sorry it did not fit my small wrist. I felt the seller should have it back. Seller never responded to confirm receipt. Hmmm",Neutral
"Very pretty, but the picture is very misleading, you only get one bracelet.",Neutral
Not worth it,Neutral
Too expensive for the size and is only gold filled.,Neutral
"IT IS A CUTE ORNAMENT BUT IT WAS NOT PERSONALIZED, I WILL USE A MARKER AND ADD THE PERSONALIZATION.",Neutral
Am I the only one who can’t put these in lol help! What am I doing wrong,Neutral
Broke easily but very cute,Neutral
Ring is nice from. The front but uncomfortable to wear. Where the ring opens kept pinching my skin. I tried adjusting but not bend as easy.,Neutral
